Time,TotalHb_Left,smoothed,diff,,TotalHb_Left_1cm,TotalHb_Left_3cm,TotalHb_Right,TotalHb_Right_1cm,TotalHb_Right_3cm,HR_Left,HR_Right,LF/HF_Left,LF/HF_Right,TemperatureC,Slope_X,Slope_Y,Slope_Z,DeepBreath,Chart_X,Chart_Y,Chart_Quadrant,Chart_Radius,Mark
0,0,,,,0.33623,0.25514,0,0.177707,0.273419,0,0,0,0,27.125,1.950897,0,-0.443324,0,0,-100,4,100,0
0.1,0.002266,,,,0.325873,0.221968,0.015903,0.139136,0.171737,87.272727,75,0,0,27.125,2.030907,0,-0.444146,0,0,42,1,100,0
0.2,0.07582,,,,0.325873,0.369076,0.094804,0.121238,0.309501,82.525253,75,0,0,27.125,1.982712,0,-0.00189,0,0,19,1,115,0
0.3,0.100338,,,,0.325873,0.369076,0.115754,0.126345,0.299165,79.578239,75,0,0,27.125,1.774681,0,-0.224594,0,0,4,1,120,0
0.4,0.119162,,,,0.325873,0.395336,0.140355,0.105947,0.332835,78.433679,75,0,0,27.125,1.568054,0,-0.225214,0,0,-1,4,123,0
0.5,0.10962,,,,0.310377,0.280807,0.131033,0.062876,0.164194,78.302499,75,0,0,27.125,1.198616,0,-0.22264,0,0,-1,4,121,0
0.6,0.074242,,,,0.294929,0.096397,0.090995,0.025178,-0.080953,78.215045,75,0,0,27.125,1.323463,0,-0.444279,0,0,-2,4,114,0
0.7,0.058357,,,,0.297501,0.163813,0.075222,0.055314,0.04257,77.755753,75,0,0,27.125,1.613327,0,-0.444773,0,0,-4,4,111,0
0.8,0.046496,,,,0.323287,0.181441,0.065743,0.167392,0.186858,78.75057,75.158898,0,0,27.125,1.613831,0,-0.221368,0,0,0,1,109,0
0.9,0.05531,,,,0.318119,0.340347,0.076344,0.141698,0.319859,79.697476,75.282486,0,0,27.125,1.902397,0,-0.222363,0,0,5,1,111,0
1,0.063571,,,,0.307799,0.345558,0.084128,0.111039,0.278557,79.909547,75.381356,0,0,27.125,1.450111,0,-0.443139,0,0,6,1,112,0
1.1,0.074616,,,,0.307799,0.392704,0.096828,0.113587,0.35106,79.463224,75.46225,0,0,27.125,1.20076,0,-0.440645,0,0,3,1,114,0
1.2,0.075641,,,,0.294929,0.285957,0.097837,0.083099,0.202025,79.091289,75.423729,0,0,27.125,1.328835,0,-0.439466,0,0,2,1,115,0
1.3,0.064367,,,,0.284657,0.12126,0.085527,0.047763,-0.008663,78.776574,75.296557,0,0,27.125,1.837891,0,-0.439653,0,0,0,1,112,0
1.4,0.054724,,,,0.269288,0.1113,0.073988,0.012675,-0.061778,78.604222,75.187552,0,0,27.125,2.213005,0,-0.441024,0,0,0,4,110,0
1.5,0.043534,,,,0.251417,0.056871,0.060587,-0.024648,-0.154571,78.36394,75.175049,0,0,27.125,2.292862,0,-0.441864,0,0,-1,4,108,0
1.6,0.045282,,,,0.279529,0.260263,0.06193,0.116136,0.212162,78.407827,75.259794,0,0,27.125,1.870293,0,-0.442497,0,0,-1,4,109,0
1.7,0.049248,,,,0.287223,0.306607,0.066753,0.157099,0.319859,78.395056,75.34454,0,0,27,1.45063,0,-0.218099,0,0,-1,4,109,0
1.8,0.055472,,,,0.292359,0.35861,0.074339,0.136575,0.356279,78.482775,75.429286,0,0,27.125,1.741669,0,-0.219102,0,0,-1,4,111,0
1.9,0.056315,,,,0.287223,0.265391,0.075887,0.126345,0.24525,78.395056,75.514032,0,0,27.125,1.822327,0,-0.220738,0,0,-1,4,111,0
2,0.050195,,,,0.292359,0.13124,0.07041,0.118686,0.09929,78.122151,75.514032,0,0,27.125,1.950897,0,-0.443324,0,0,-2,4,110,0
2.1,0.045347,,,,0.274406,0.133738,0.065389,0.078035,0.052388,78.122151,75.432064,0,0,27.125,1.951401,0,-0.21847,0,0,-2,4,109,0
2.2,0.038317,,,,0.264176,0.069189,0.058799,0.035203,-0.040117,78.040184,75.350097,0,0,27.125,1.451492,0,0.006927,0,0,-3,4,107,0
2.3,0.037514,,,,0.253966,0.191542,0.057747,0.002695,0.037668,77.243931,75.265351,0,0,27.125,1.24511,0,0.45529,0,0,-7,4,107,0
2.4,0.036674,,,,0.246323,0.183964,0.056634,-0.024648,0.003488,76.510495,75.271515,0,0,27.125,1.615868,0,0.225395,0,0,-10,4,107,0
2.5,0.037728,0.04334646,,,0.246323,0.229604,0.057496,0.027683,0.109221,76.140696,75.09905,0,0,27.125,1.613831,0,-0.221368,0,0,-12,4,107,0
2.6,0.038207,0.04387434,,,0.276967,0.237251,0.058836,0.157099,0.268285,76.058728,74.932337,0,0,27.125,1.69455,0,-0.222986,0,0,-13,4,107,0
2.7,0.035838,0.04438458,,,0.276967,0.1613,0.056581,0.141698,0.156662,75.886315,74.85037,0,0,27.125,1.613327,0,-0.444773,0,0,-14,4,107,0
2.8,0.032481,0.04337068,,,0.269288,0.123753,0.053168,0.121238,0.096811,75.713901,74.678099,0,0,27.125,1.324844,0,0.003506,0,0,-14,4,106,0
2.9,0.030677,0.0417583,,,0.271846,0.163813,0.051684,0.126345,0.151647,75.541024,74.598776,0,0,27.125,1.488129,0,-0.001344,0,0,-15,4,106,0
3,0.030848,0.03968392,,,0.271846,0.219426,0.05294,0.098319,0.199494,75.459057,74.344539,0,0,27.125,1.613831,0,-0.221368,0,0,-16,4,106,0
3.1,0.032847,0.0378096,,,0.251417,0.262826,0.055279,0.050279,0.181813,74.509269,74.08738,0,0,27.125,1.695389,0,-0.000403,0,0,-20,4,106,0
3.2,0.034029,0.0366552,,,0.246323,0.237251,0.05621,0.012675,0.09929,74.254888,73.83022,0,0,27.125,1.694046,0,-0.445582,0,0,-22,4,106,0
3.3,0.031959,0.03582744,,,0.225998,0.118768,0.053811,-0.019687,-0.044939,74.082474,73.57306,0,0,27.125,1.532013,0,-0.443959,0,0,-23,4,106,0
3.4,0.027475,0.03528728,,,0.218397,0.02743,0.048534,-0.046909,-0.17809,73.99778,73.234077,0,0,27.125,1.532013,0,-0.443959,0,0,-23,4,105,0
3.5,0.025372,0.03455902,,,0.243778,0.118768,0.046071,0.095779,0.069617,73.646902,73.061664,0,0,27.125,1.659904,0,-0.893554,0,0,-25,4,105,0
3.6,0.024261,0.03355968,,,0.256517,0.158788,0.045133,0.146826,0.176773,72.906162,72.626389,0,0,27.125,1.659904,0,-0.442817,0,0,-28,4,104,0
3.7,0.024964,0.0322275,,,0.253966,0.221968,0.045704,0.121238,0.202025,72.432573,72.547066,0,0,27.125,1.789101,0,-0.441664,0,0,-31,4,104,0
3.8,0.028313,0.0308467,,,0.259068,0.327343,0.04899,0.126345,0.312089,72.220423,72.292829,0,0,27.125,1.950729,0,-0.668185,0,0,-32,4,105,0
3.9,0.029683,0.02971976,,,0.24887,0.250022,0.050579,0.108492,0.232498,71.88144,71.947683,0,0,27.125,2.030739,0,-0.668185,0,0,-34,4,105,0
4,0.028934,0.02881316,,,0.246323,0.166328,0.050179,0.075506,0.119171,71.62428,71.862988,0,0,27.125,1.821655,0,-0.668185,0,0,-35,4,105,0
4.1,0.027147,0.02818118,,,0.23361,0.113788,0.048068,0.037713,0.005922,71.533834,71.690718,0,0,27.125,1.613327,0,-0.444773,0,0,-35,4,105,0
4.2,0.024409,0.02752174,,,0.220929,0.061794,0.045047,0.000203,-0.07856,71.878661,71.945099,0,0,27.125,1.532532,0,-0.219739,0,0,-34,4,104,0
4.3,0.02513,0.02672972,,,0.208281,0.1966,0.044963,-0.029603,0.008357,71.414712,71.562973,0,0,27.125,1.45063,0,-0.218099,0,0,-36,4,105,0
4.4,0.024541,0.0257289,,,0.205755,0.138738,0.043741,-0.017205,-0.028043,70.782393,71.131043,0,0,27.125,1.532013,0,-0.443959,0,0,-39,4,104,0
4.5,0.026456,0.0246775,,,0.23615,0.270525,0.045445,0.136575,0.273419,70.227997,70.829724,0,0,27.125,1.405418,0,-0.44509,0,0,-42,4,105,0
4.6,0.027343,0.0237998,,,0.243778,0.232151,0.046318,0.128901,0.229951,69.679352,70.408918,0,0,27.125,1.032326,0,-0.443789,0,0,-45,4,105,0
4.7,0.029813,0.02304032,,,0.241234,0.306607,0.048619,0.108492,0.275987,69.124956,70.06409,0,0,27.125,0.908157,0,-0.444926,0,0,-47,4,105,0
4.8,0.029607,0.02244912,,,0.238691,0.181441,0.048554,0.105947,0.164194,69.043132,69.719263,0,0,27.125,1.115517,0,-0.444602,0,0,-48,4,105,0
4.9,0.026833,0.02185076,,,0.241234,0.056871,0.04561,0.090703,0.005922,69.306455,69.891533,0,0,27.125,1.032326,0,-0.443789,0,0,-46,4,105,0
5,0.026394,0.02127116,,,0.231071,0.1613,0.045112,0.050279,0.077019,69.490814,69.654111,0,0,27.125,1.323982,0,-0.22038,0,0,-45,4,105,0
5.1,0.027778,0.02064678,,,0.218397,0.219426,0.04629,0.015173,0.091856,70.309528,69.578132,0,0,27.25,1.69455,0,-0.222986,0,0,-41,4,105,0
5.2,0.025125,0.0199875,,,0.213336,0.1613,0.042985,-0.019687,-0.013515,70.150798,69.072755,0,0,27.125,1.613327,0,-0.444773,0,0,-42,4,105,0
5.3,0.019719,0.01943302,,,0.200707,0.015214,0.037414,-0.046909,-0.173395,69.73063,68.660326,0,0,27.125,1.9814,0,-0.446078,0,0,-44,4,103,0
5.4,0.015443,0.01899176,,,0.205755,0.101359,0.032323,0.000203,-0.040117,69.348503,68.278199,0,0,27.125,1.9814,0,-0.446078,0,0,-46,4,103,0
5.5,0.015904,0.01858568,,,0.241234,0.257701,0.033017,0.134016,0.278557,68.884553,67.857393,0,0,27.125,1.742523,0,0.005422,0,0,-49,4,103,0
5.6,0.016522,0.0180981,,,0.241234,0.091439,0.034277,0.103403,0.069617,68.342682,67.51841,0,0,27.125,1.824348,0,0.226654,0,0,-51,4,103,0
5.7,0.016969,0.0175535,,,0.256517,0.158788,0.034604,0.095779,0.104253,67.503601,66.828755,0,0,27.125,1.662483,0,0.233219,0,0,-55,4,103,0
5.8,0.019488,0.01698936,,,0.256517,0.262826,0.036765,0.095779,0.2147,67.806631,66.947877,0,0,27.125,1.742523,0,0.005422,0,0,-54,4,103,0
5.9,0.018897,0.01650278,,,0.253966,0.267957,0.036117,0.0654,0.202025,68.605663,67.379807,0,0,27.125,1.822327,0,-0.220738,0,0,-50,4,103,0
6,0.013604,0.01619952,,,0.238691,0.034774,0.030618,0.022675,-0.095287,68.80343,67.342142,0,0,27.125,1.614685,0,0.002024,0,0,-49,4,102,0
6.1,0.008007,0.015968,,,0.238691,0.066723,0.024255,-0.007265,-0.102438,68.702089,67.197658,0,0,27.125,1.69455,0,-0.222986,0,0,-49,4,101,0
6.2,0.006601,0.0157976,,,0.228534,0.17136,0.022136,-0.032079,-0.032876,68.702089,67.048232,0,0,27.125,1.775513,0,-0.002814,0,0,-49,4,101,0
6.3,0.00802,0.0155737,,,0.215866,0.146247,0.022704,-0.059233,-0.100055,68.24204,66.92911,0,0,27.125,1.695389,0,-0.000403,1,0,-52,4,101,0
6.4,0.009394,0.01520634,,,0.241234,0.1613,0.023918,0.078035,0.072083,67.436845,66.417857,0,0,27.125,1.695389,0,-0.000403,3,0,-56,4,101,0
6.5,0.011935,0.01476034,,,0.259068,0.189015,0.027218,0.105947,0.156662,66.976797,66.234473,0,0,27.125,1.775513,0,-0.002814,5,0,-58,4,102,0
6.6,0.01231,0.0143536,,,0.251417,0.260263,0.027483,0.07045,0.174254,66.077276,66.234473,0,0,27.125,1.615868,0,0.225395,7,0,-63,4,102,0
6.7,0.009647,0.01403064,,,0.253966,0.15126,0.024502,0.075506,0.079488,66.876307,66.307919,0,0,27.125,1.615868,0,0.225395,9,0,-59,4,101,0
6.8,0.005431,0.0138289,,,0.24887,0.118768,0.019356,0.057833,0.010793,67.763007,66.381365,0,0,27.125,1.615868,0,0.225395,10,0,-54,4,101,0
6.9,0.003745,0.0136461,,,0.246323,0.153768,0.017512,0.027683,0.04257,67.882129,66.351062,0,0,27.125,1.370232,0,0.235234,12,0,-54,4,100,0
7,0.00631,0.0134835,,,0.243778,0.227057,0.019837,-0.007265,0.07455,67.882129,66.206578,0,0,27.125,1.579445,0,0.01038,14,0,-54,4,101,0
7.1,0.007373,0.01322916,,,0.228534,0.156278,0.020208,-0.046909,-0.068977,67.882129,66.085512,0,0,27.125,1.452713,0,0.231932,15,0,-54,4,101,0
7.2,0.008757,0.0129214,,,0.231071,0.116277,0.020961,-0.037027,-0.083345,67.759322,65.81328,0,0,27.125,1.580658,0,0.236535,16,0,-54,4,101,0
7.3,0.007596,0.01254508,,,0.269288,0.143743,0.019861,0.095779,0.086905,67.425988,65.663855,0,0,27.125,1.954941,0,0.455982,18,0,-56,4,101,0
7.4,0.007694,0.0121802,,,0.269288,0.204197,0.019832,0.075506,0.114194,66.674576,65.158478,0,0,27.125,1.615868,0,0.225395,19,0,-60,4,101,0
7.5,0.006509,0.01190834,,,0.266731,0.183964,0.018598,0.045248,0.067152,66.519952,65.085032,0,0,27.125,1.741669,0,-0.219102,20,0,-60,4,101,0
7.6,0.005243,0.01169468,,,0.269288,0.168843,0.016545,0.060354,0.057305,66.664437,65.033263,0,0,27.125,1.741158,0,-0.44364,21,0,-60,4,101,0
7.7,0.008114,0.01144576,,,0.264176,0.296271,0.018823,0.037713,0.154154,66.634134,64.962225,0,0,27.125,1.449936,0,-0.668185,22,0,-60,4,101,0
7.8,0.010418,0.01124004,,,0.259068,0.232151,0.020533,0.005188,0.052388,66.681753,64.860884,0,0,27.125,1.659729,0,-0.668185,23,0,-60,4,102,0
7.9,0.010373,0.01120394,,,0.24887,0.146247,0.019749,-0.027126,-0.059375,66.729372,64.817741,0,0,27.125,1.531845,0,-0.668185,24,0,-59,4,102,0
8,0.006469,0.01135192,,,0.243778,0.005463,0.014719,-0.051842,-0.220146,66.729372,64.696675,0,0,27.125,1.613159,0,-0.668185,25,0,-59,4,101,0
8.1,0.005617,0.01150184,,,0.261621,0.227057,0.013155,0.055314,0.109221,66.65145,64.57561,0,0,27.125,1.694046,0,-0.445582,26,0,-60,4,101,0
8.2,0.005822,0.01167686,,,0.284657,0.273093,0.013522,0.128901,0.247804,65.900037,64.502163,0,0,27.125,1.69455,0,-0.222986,26,0,-63,4,101,0
8.3,0.00763,0.01180718,,,0.287223,0.250022,0.015376,0.113587,0.196965,65.060957,64.428717,0,0,27.125,1.774681,0,-0.224594,27,0,-68,4,101,0
8.4,0.012312,0.01184262,,,0.28979,0.309195,0.020357,0.111039,0.247804,64.911532,64.502163,0,0,27.125,1.280602,0,-0.224244,28,0,-68,4,102,0
8.5,0.013796,0.01185744,,,0.287223,0.221968,0.022078,0.103403,0.164194,64.833609,64.603505,0,0,27.25,1.198097,0,-0.445409,28,0,-69,4,102,0
8.6,0.015741,0.01205118,,,0.282092,0.273093,0.023782,0.072977,0.179292,64.833609,64.603505,0,0,27.25,1.198097,0,-0.445409,29,0,-69,4,103,0
8.7,0.013769,0.01247462,,,0.276967,0.138738,0.021689,0.035203,0.001056,64.885378,64.655273,0,0,27.125,1.323463,0,-0.444279,29,0,-69,4,102,0
8.8,0.009945,0.01298456,,,0.266731,0.14124,0.017689,0.007683,-0.020784,64.885378,64.655273,0,0,27.125,1.901901,0,-0.445271,29,0,-69,4,101,0
8.9,0.007383,0.01351164,,,0.259068,0.128743,0.014674,-0.019687,-0.061778,64.885378,64.685577,0,0,27.125,1.981232,0,-0.668185,30,0,-69,4,101,0
9,0.008597,0.01398618,,,0.261621,0.237251,0.015488,0.050279,0.131637,64.842235,64.71588,0,0,27.125,1.901901,0,-0.8911,30,0,-69,4,101,0
9.1,0.010999,0.0143968,,,0.300073,0.278235,0.018267,0.157099,0.278557,64.842235,64.912133,0,0,27.125,1.901901,0,-0.445271,30,0,-69,4,102,0
9.2,0.014322,0.01477838,,,0.307799,0.285957,0.022069,0.149392,0.278557,64.915681,65.056617,0,0,27.125,2.03141,0,-0.220113,30,0,-68,4,102,0
9.3,0.01599,0.01524316,,,0.310377,0.348166,0.024618,0.141698,0.327641,64.915681,65.127656,0,0,27.125,1.952248,0,0.00637,31,0,-68,4,103,0
9.4,0.016411,0.01584166,,,0.310377,0.229604,0.02582,0.139136,0.207091,64.945984,65.170799,0,0,27.125,1.823166,0,0.002968,31,0,-68,4,103,0
9.5,0.013739,0.01652,,,0.310377,0.186489,0.023599,0.113587,0.136632,65.023906,65.170799,0,0,27.125,1.821823,0,-0.444458,31,0,-68,4,102,0
9.6,0.011955,0.01717776,,,0.305223,0.183964,0.021976,0.078035,0.091856,65.101828,65.14738,0,0,27.125,1.531845,0,-0.668185,31,0,-67,4,102,0
9.7,0.010997,0.01780906,,,0.297501,0.296271,0.021195,0.050279,0.171737,65.101828,65.14738,0,0,27.125,1.323288,0,-0.668185,31,0,-67,4,102,0
9.8,0.011363,0.01842512,,,0.287223,0.232151,0.021619,0.020173,0.08938,65.21294,65.14738,0,0,27.125,1.367424,0,-0.668185,31,0,-67,4,102,0
9.9,0.01324,0.0190744,,,0.287223,0.181441,0.023687,0.020173,0.030324,65.362365,65.104237,0,0,27.25,1.49559,0,-0.441153,31,0,-66,4,102,0
10,0.015711,0.01975482,,,0.318119,0.342952,0.026353,0.15967,0.332835,65.743317,65.14738,0,0,27.125,1.49559,0,-0.441153,32,0,-64,4,103,0
10.1,0.015332,0.02049912,,,0.331049,0.275663,0.027395,0.169969,0.317267,66.375636,65.268445,0,0,27.125,1.578049,0,-0.441988,32,0,-61,4,103,0
10.2,0.014839,0.02128276,,,0.325873,0.211806,0.027964,0.15196,0.207091,66.476977,65.41293,0,0,27.125,1.449936,0,-0.668185,32,0,-61,4,102,0
10.3,0.017914,0.0219819,,,0.333639,0.257701,0.032075,0.157099,0.260595,66.429358,65.486376,0,0,27.125,1.323288,0,-0.668185,32,0,-61,4,103,0
10.4,0.022842,0.02263552,,,0.32846,0.429682,0.037635,0.134016,0.387709,66.381739,65.486376,0,0,27.125,1.323463,0,-0.444279,32,0,-61,4,104,0
10.5,0.0234,0.02329322,,,0.323287,0.340347,0.038121,0.100861,0.26572,66.303817,65.486376,0,0,27.125,1.613831,0,-0.221368,32,0,-61,4,104,0
10.6,0.025273,0.02409662,,,0.315537,0.234701,0.040199,0.07045,0.136632,66.260674,65.341892,0,0,27.125,1.824348,0,0.226654,32,0,-62,4,105,0
10.7,0.023485,0.0249836,,,0.315537,0.108813,0.038903,0.052796,-0.008663,66.187227,65.197407,0,0,27.125,2.033409,0,0.227905,32,0,-62,4,104,0
10.8,0.02126,0.0259871,,,0.297501,0.178919,0.036623,0.017673,0.01323,66.520561,65.308518,0,0,27.125,2.110832,0,-0.221745,32,0,-60,4,104,0
10.9,0.019638,0.02696192,,,0.310377,0.224512,0.034678,0.098319,0.141632,66.823591,65.346183,0,0,27.25,2.03141,0,-0.220113,32,0,-59,4,103,0
11,0.023291,0.02774666,,,0.333639,0.280807,0.038773,0.182872,0.288851,67.126621,65.543227,0,0,27.125,2.189186,0,-0.445772,33,0,-57,4,104,0
11.1,0.029179,0.02850028,,,0.341417,0.429682,0.045346,0.169969,0.424629,67.508747,65.687712,0,0,27.125,1.901733,0,-0.668185,33,0,-55,4,105,0
11.2,0.032098,0.0292102,,,0.341417,0.392704,0.049281,0.172547,0.392967,67.539051,65.687712,0,0,27.25,1.69455,0,-0.222986,33,0,-55,4,106,0
11.3,0.034374,0.02993936,,,0.344013,0.345558,0.053124,0.167392,0.345846,67.38032,65.761158,0,0,27.125,1.932739,0,-0.447978,33,0,-56,4,106,0
11.4,0.033121,0.03075562,,,0.338823,0.163813,0.052889,0.141698,0.131637,67.183276,65.761158,0,0,27.25,1.486778,0,-0.445896,33,0,-57,4,106,0
11.5,0.032466,0.03175944,,,0.323287,0.199131,0.052104,0.100861,0.111707,66.802324,65.718015,0,0,27.125,1.361488,0,-0.447008,34,0,-59,4,106,0
11.6,0.031389,0.0328268,,,0.305223,0.242356,0.051308,0.067924,0.131637,66.247927,65.57353,0,0,27.125,1.727364,0,-0.448281,34,0,-62,4,106,0
11.7,0.032886,0.0337775,,,0.297501,0.25514,0.052898,0.037713,0.116682,66.146586,65.500084,0,0,27.125,1.361992,0,-0.225838,34,0,-62,4,106,0
11.8,0.035356,0.0345858,,,0.325873,0.293691,0.056364,0.146826,0.283701,66.527538,65.576063,0,0,27.125,1.85424,0,-0.22619,35,0,-60,4,107,0
11.9,0.037662,0.03533376,,,0.349207,0.337744,0.058996,0.211377,0.379833,67.154105,65.695185,0,0,27.25,2.060814,0,-0.225581,35,0,-57,4,107,0
12,0.039198,0.03612218,,,0.341417,0.369076,0.060843,0.182872,0.379833,67.595663,65.814307,0,0,27.125,1.693878,0,-0.668185,35,0,-55,4,107,0
12.1,0.038938,0.03697242,,,0.338823,0.216884,0.061487,0.177707,0.2147,67.595663,65.885346,0,0,27.125,1.950729,0,-0.668185,36,0,-55,4,107,0
12.2,0.03956,0.03786842,,,0.346609,0.224512,0.063155,0.175126,0.237595,67.625966,66.02983,0,0,27.25,1.821655,0,-0.668185,36,0,-55,4,107,0
12.3,0.04006,0.03883474,,,0.341417,0.216884,0.064234,0.139136,0.189383,67.322936,65.949022,0,0,27.125,1.901901,0,-0.445271,37,0,-56,4,108,0
12.4,0.041715,0.03981526,,,0.325873,0.324747,0.066401,0.095779,0.24525,67.019906,65.868214,0,0,27.125,2.111656,0,0.001459,37,0,-58,4,108,0
12.5,0.043724,0.04072322,,,0.315537,0.316965,0.068249,0.062876,0.179292,66.797683,65.64775,0,0,27.125,1.774681,0,-0.224594,38,0,-59,4,108,0
12.6,0.044425,0.04152678,,,0.307799,0.229604,0.069009,0.035203,0.067152,66.496365,65.574304,0,0,27.125,1.776672,0,0.218945,38,0,-60,4,108,0
12.7,0.043071,0.04240674,,,0.307799,0.257701,0.068085,0.047763,0.119171,67.217475,65.685415,0,0,27.125,1.695389,0,-0.000403,39,0,-57,4,108,0
12.8,0.043099,0.04338022,,,0.341417,0.288533,0.069159,0.1984,0.322451,67.677523,65.685415,0,0,27.25,1.69455,0,-0.222986,39,0,-55,4,108,0
12.9,0.043258,0.04426946,,,0.346609,0.219426,0.070355,0.1984,0.252916,68.137571,66.067542,0,0,27.25,1.822327,0,-0.220738,40,0,-52,4,108,0
13,0.046639,0.04498796,,,0.349207,0.24491,0.074772,0.180289,0.260595,68.215493,66.067542,0,0,27.25,1.821823,0,-0.444458,41,0,-52,4,109,0
13.1,0.049966,0.04566264,,,0.351807,0.4536,0.078754,0.182872,0.451169,68.137571,66.168883,0,0,27.125,1.822327,0,-0.220738,41,0,-52,4,109,0
13.2,0.055997,0.04629208,,,0.346609,0.616039,0.084996,0.157099,0.591491,68.160991,66.199186,0,0,27.125,1.951401,0,-0.21847,42,0,-52,4,111,0
13.3,0.056371,0.04695296,,,0.33623,0.301437,0.08586,0.113587,0.240145,67.780038,66.080064,0,0,27.125,1.741669,0,-0.219102,42,0,-54,4,111,0
13.4,0.051549,0.04771536,,,0.32846,0.093917,0.081034,0.078035,-0.03046,67.231394,65.8596,0,0,27.25,1.741158,0,-0.44364,43,0,-57,4,110,0
13.5,0.051477,0.04862794,,,0.315537,0.237251,0.08086,0.037713,0.081959,66.766416,65.710175,0,0,27.125,1.741158,0,-0.44364,44,0,-59,4,110,0
13.6,0.051237,0.04950804,,,0.307799,0.278235,0.080958,-0.007265,0.094333,66.885538,65.740478,0,0,27.125,1.821823,0,-0.444458,44,0,-59,4,110,0
13.7,0.050227,0.05019584,,,0.307799,0.108813,0.080502,0.010178,-0.049755,67.188569,65.697335,0,0,27.25,2.110832,0,-0.221745,45,0,-57,4,110,0
13.8,0.050758,0.05078158,,,0.344013,0.219426,0.081771,0.154529,0.207091,67.491599,65.667032,0,0,27.25,1.823166,0,0.002968,45,0,-55,4,110,0
13.9,0.057574,0.05133218,,,0.351807,0.531453,0.08921,0.146826,0.496611,67.413677,65.56569,0,0,27.125,1.902397,0,-0.222363,46,0,-56,4,111,0
14,0.061965,0.05190054,,,0.349207,0.515246,0.093988,0.136575,0.46716,67.254947,65.636728,0,0,27.25,1.614685,0,0.002024,46,0,-57,4,112,0
14.1,0.058534,0.05246778,,,0.351807,0.14124,0.090508,0.139136,0.084432,67.096217,65.589109,0,0,27.125,1.613831,0,-0.221368,47,0,-57,4,111,0
14.2,0.054737,0.05312736,,,0.349207,0.123753,0.086582,0.116136,0.045023,66.297185,65.430379,0,0,27.125,1.902397,0,-0.222363,48,0,-61,4,110,0
14.3,0.053388,0.0538285,,,0.341417,0.301437,0.084889,0.078035,0.171737,65.915059,65.285895,0,0,27.125,1.45063,0,-0.218099,48,0,-63,4,110,0
14.4,0.055832,0.05448126,,,0.32846,0.36384,0.087009,0.037713,0.199494,65.431591,64.802427,0,0,27.125,1.323463,0,-0.444279,49,0,-66,4,111,0
14.5,0.056251,0.05504644,,,0.320702,0.214344,0.08701,0.007683,0.018108,65.512399,64.724505,0,0,27.25,1.405418,0,-0.44509,49,0,-65,4,111,0
14.6,0.056755,0.05555248,,,0.312957,0.214344,0.086918,-0.027126,-0.03046,65.709444,64.646583,0,0,27.125,1.405243,0,-0.668185,50,0,-64,4,111,0
14.7,0.059313,0.05611656,,,0.333639,0.448275,0.089193,0.085632,0.325045,66.090396,64.61628,0,0,27.125,1.981232,0,-0.668185,50,0,-62,4,111,0
14.8,0.060389,0.05667516,,,0.349207,0.327343,0.090161,0.15967,0.294005,66.066977,64.585977,0,0,27.25,2.189186,0,-0.445772,51,0,-63,4,112,0
14.9,0.058638,0.0572351,,,0.354408,0.138738,0.088398,0.134016,0.069617,65.989055,64.657015,0,0,27.25,2.110336,0,-0.444962,51,0,-63,4,111,0
15,0.055889,0.05779282,0,,0.346609,0.224512,0.08527,0.126345,0.139131,65.937286,64.609396,0,0,27.25,1.9814,0,-0.446078,52,0,-63,4,111,0
15.1,0.05933,0.0583086,0.00051578,0,0.351807,0.461597,0.087718,0.121238,0.385083,65.665054,64.531474,0,0,27.25,1.568054,0,-0.225214,52,0,-65,4,111,0
15.2,0.063513,0.05881542,0.0010226,,0.331049,0.424383,0.091313,0.080566,0.306915,65.284101,64.430133,0,0,27.25,1.649063,0,-0.00613,53,0,-67,4,112,0
15.3,0.062376,0.05931362,0.0015208,,0.331049,0.199131,0.089408,0.045248,0.040118,64.87973,64.359094,0,0,27.25,1.649063,0,-0.00613,53,0,-69,4,112,0
15.4,0.058767,0.05986166,0.00206884,,0.318119,0.242356,0.085187,0.007683,0.035219,64.927349,64.382514,0,0,27.25,1.695389,0,-0.000403,54,0,-68,4,111,0
15.5,0.057134,0.06049444,0.00270162,,0.302647,0.24491,0.082857,-0.027126,0.005922,64.974968,64.334895,0,0,27.25,1.904396,0,0.223405,54,0,-68,4,111,0
15.6,0.056745,0.0611023,0.00330948,,0.310377,0.211806,0.08168,0.047763,0.052388,64.974968,64.334895,0,0,27.25,1.533386,0,0.004467,55,0,-68,4,111,0
15.7,0.056529,0.06158072,0.0037879,,0.346609,0.118768,0.0811,0.15967,0.081959,65.022587,64.382514,0,0,27.125,1.743713,0,0.229925,55,0,-68,4,111,0
15.8,0.05938,0.06185752,0.0040647,,0.341417,0.350775,0.083789,0.139136,0.283701,64.921246,64.453552,0,0,27.125,1.614685,0,0.002024,56,0,-68,4,111,0
15.9,0.065267,0.06211148,0.00431866,,0.341417,0.539577,0.089939,0.126345,0.480526,64.869477,64.52459,0,0,27.25,1.324844,0,0.003506,56,0,-69,4,113,0
16,0.067296,0.06242686,0.00463404,0.00411826,0.341417,0.387443,0.091578,0.121238,0.301747,64.635559,64.449402,0,0,27.25,1.40593,0,-0.222002,57,0,-70,4,113,0
16.1,0.063569,0.0627444,0.00495158,0.0044358,0.32846,0.234701,0.087108,0.085632,0.106737,64.438514,64.425983,0,0,27.25,1.116035,0,-0.221025,57,0,-71,4,112,0
