Time,TotalHb_Left,smoothed,diff,,TotalHb_Left_1cm,TotalHb_Left_3cm,TotalHb_Right,TotalHb_Right_1cm,TotalHb_Right_3cm,HR_Left,HR_Right,LF/HF_Left,LF/HF_Right,TemperatureC,Slope_X,Slope_Y,Slope_Z,DeepBreath,Chart_X,Chart_Y,Chart_Quadrant,Chart_Radius,Mark
86.8,-0.095176,,,,0.401454,0.15126,-0.025135,0.15196,0.121662,64.461102,64.540491,0.253974,0.428831,27.625,2.452133,0,0.005764,18,-4,-71,3,81,0
86.9,-0.09535,,,,0.414602,0.168843,-0.024243,0.131458,0.134134,64.53214,64.540491,0.252893,0.430983,27.625,2.241898,0,0.004838,19,-4,-70,3,81,0
87,-0.091598,,,,0.406709,0.306607,-0.02056,0.116136,0.219778,64.603179,64.492872,0.251812,0.433136,27.625,2.243057,0,0.229147,20,-4,-70,3,82,0
87.1,-0.089433,,,,0.406709,0.285957,-0.018665,0.103403,0.179292,64.527991,64.492872,0.250731,0.435289,27.625,2.241898,0,0.004838,20,-4,-70,3,83,0
87.2,-0.087583,,,,0.398829,0.285957,-0.017285,0.067924,0.146637,64.579759,64.469452,0.24965,0.437442,27.625,2.373459,0,0.008248,21,-4,-70,3,83,0
87.3,-0.088371,,,,0.393582,0.143743,-0.018658,0.032695,-0.03046,64.627379,64.398414,0.248569,0.439595,27.625,2.294205,0,0.01075,22,-4,-70,3,83,0
87.4,-0.092821,,,,0.385723,0.054411,-0.02348,-0.004777,-0.156928,64.698417,64.428717,0.248069,0.440652,27.625,2.16256,0,0.007313,22,-4,-69,3,82,0
87.5,-0.094942,,,,0.372651,0.071656,-0.026236,-0.04197,-0.187466,64.577351,64.381098,0.247569,0.441709,27.625,2.16256,0,0.007313,23,-4,-70,3,82,0
87.6,-0.095732,,,,0.372651,0.081538,-0.027134,0.007683,-0.109579,64.381098,64.456286,0.247069,0.442766,27.625,2.032242,0,0.003906,24,-4,-71,3,81,0
87.7,-0.09104,,,,0.409339,0.35861,-0.021946,0.139136,0.309501,64.428717,64.456286,0.246118,0.444859,27.625,2.241898,0,0.004838,24,-4,-71,3,82,0
87.8,-0.085431,,,,0.417236,0.324747,-0.015845,0.128901,0.26572,64.573202,64.527324,0.245167,0.446951,27.625,2.373459,0,0.008248,25,-4,-70,3,83,0
87.9,-0.083333,,,,0.422507,0.298853,-0.013441,0.118686,0.2147,64.64424,64.527324,0.244216,0.449044,27.625,2.081795,0,-0.216181,26,-4,-70,3,84,0
88,-0.083435,,,,0.425145,0.257701,-0.013927,0.113587,0.154154,64.687383,64.527324,0.243265,0.451136,27.625,2.213516,0,-0.21387,26,-4,-70,3,84,0
88.1,-0.085144,,,,0.414602,0.13124,-0.015966,0.078035,-0.008663,64.687383,64.650131,0.242314,0.453229,27.625,2.213516,0,-0.21387,27,-4,-70,3,83,0
88.2,-0.086125,,,,0.41197,0.206732,-0.017958,0.040223,0.001056,64.663964,64.650131,0.241363,0.455321,27.625,1.870811,0,-0.216816,27,-4,-70,3,83,0
88.3,-0.087095,,,,0.401454,0.106327,-0.019832,0.002695,-0.135676,64.663964,64.650131,0.240912,0.456356,27.625,1.951401,0,-0.21847,28,-4,-70,3,83,0
88.4,-0.085866,,,,0.390961,0.232151,-0.019248,-0.024648,-0.023205,64.663964,64.602512,0.240461,0.457392,27.5,1.902397,0,-0.222363,29,-4,-70,3,83,0
88.5,-0.083122,,,,0.377876,0.214344,-0.017422,-0.054307,-0.085735,64.616345,64.602512,0.24001,0.458427,27.625,1.903229,0,0.000531,29,-5,-70,3,84,0
88.6,-0.080928,,,,0.398829,0.267957,-0.016073,0.085632,0.109221,64.691533,64.650131,0.23956,0.459463,27.625,2.111656,0,0.001459,30,-5,-69,3,84,0
88.7,-0.07952,,,,0.419871,0.273093,-0.014941,0.139136,0.174254,64.762571,64.72117,0.238718,0.461713,27.625,2.320656,0,0.00238,30,-5,-69,3,85,0
88.8,-0.080527,,,,0.417236,0.088962,-0.016288,0.118686,-0.025624,64.762571,64.792208,0.237877,0.463963,27.5,2.452133,0,0.005764,31,-5,-69,3,84,0
88.9,-0.082979,,,,0.417236,0.143743,-0.019957,0.118686,0.030324,64.762571,64.714286,0.237035,0.466212,27.625,2.662132,0,-0.218262,31,-5,-69,3,84,0
89,-0.082031,,,,0.422507,0.229604,-0.020431,0.113587,0.09929,64.687383,64.714286,0.236194,0.468462,27.625,2.949806,0,-0.443745,32,-5,-70,3,84,0
89.1,-0.079338,,,,0.41197,0.342952,-0.018342,0.083099,0.176773,64.739152,64.690867,0.235352,0.470712,27.625,3.161568,0,-0.218716,33,-5,-69,3,85,0
89.2,-0.075078,,,,0.404081,0.361224,-0.015763,0.047763,0.146637,64.739152,64.619828,0.234961,0.471927,27.625,2.950287,0,-0.219313,33,-5,-69,3,85,0
89.3,-0.073368,,,,0.390961,0.262826,-0.016154,0.017673,0.020549,64.665706,64.572209,0.234571,0.473141,27.625,2.816437,0,-0.221555,34,-5,-70,3,86,0
89.4,-0.075053,,,,0.38049,0.133738,-0.019472,-0.009752,-0.130942,64.618087,64.449402,0.23418,0.474355,27.625,2.739571,0,-0.219914,34,-5,-70,3,85,0
89.5,-0.076808,,,,0.390961,0.064258,-0.02226,0.085632,-0.090513,64.497021,64.497021,0.233789,0.47557,27.625,2.530228,0,0.003296,34,-5,-70,3,85,0
89.6,-0.077631,,,,0.414602,0.1613,-0.023592,0.15967,0.096811,64.54464,64.497021,0.23308,0.479671,27.625,2.81723,0,0.001744,35,-5,-70,3,85,0
89.7,-0.075019,,,,0.41197,0.194071,-0.021489,0.136575,0.094333,64.615679,64.570468,0.23237,0.483771,27.625,2.323273,0,0.449334,35,-5,-70,3,85,0
89.8,-0.070281,,,,0.414602,0.342952,-0.017704,0.134016,0.24525,64.615679,64.643914,0.231661,0.487872,27.625,2.116104,0,0.67092,36,-5,-70,3,86,0
89.9,-0.066772,,,,0.409339,0.382189,-0.015497,0.123791,0.278557,64.492872,64.643914,0.230951,0.491973,27.625,1.905891,0,0.446251,36,-5,-70,3,87,0
90,-0.067668,,,,0.401454,0.209268,-0.017231,0.090703,0.081959,64.540491,64.620495,0.230241,0.496073,27.625,1.617393,0,0.448739,36,-5,-70,3,87,0
90.1,-0.07064,,,,0.390961,0.136237,-0.021606,0.050279,-0.044939,64.517071,64.549456,0.229532,0.500174,27.625,1.904396,0,0.223405,37,-5,-70,3,86,0
90.2,-0.073204,,,,0.375263,0.017655,-0.025343,0.015173,-0.194487,64.446033,64.579759,0.229213,0.50306,27.625,1.983864,0,0.220177,37,-5,-71,3,86,0
90.3,-0.077485,,,,0.359613,-0.026099,-0.030964,-0.012238,-0.264158,64.398414,64.53214,0.228894,0.505947,27.625,1.902397,0,-0.222363,37,-5,-71,3,85,0
90.4,-0.075929,,,,0.364824,0.108813,-0.029997,0.032695,-0.056972,64.275607,64.53214,0.228575,0.508833,27.625,2.110336,0,-0.444962,37,-5,-72,3,85,0
90.5,-0.072287,,,,0.396205,0.293691,-0.026411,0.172547,0.283701,64.398414,64.579759,0.228049,0.514543,27.5,2.240578,0,-0.443835,38,-5,-71,3,86,0
90.6,-0.069166,,,,0.404081,0.304021,-0.023006,0.162243,0.299165,64.542899,64.650798,0.227523,0.520252,27.625,2.504868,0,-0.668185,38,-5,-70,3,87,0
90.7,-0.066897,,,,0.398829,0.275663,-0.020667,0.149392,0.232498,64.616345,64.721836,0.226998,0.525962,27.625,2.739571,0,-0.219914,38,-5,-70,3,87,0
90.8,-0.068,,,,0.398829,0.178919,-0.022252,0.15196,0.139131,64.689791,64.721836,0.226472,0.531672,27.625,2.319839,0,-0.22113,38,-5,-69,3,87,0
90.9,-0.071012,,,,0.393582,0.066723,-0.025498,0.126345,0.01323,64.689791,64.797024,0.225946,0.539324,27.625,2.398033,0,-0.222758,38,-5,-69,3,86,0
91,-0.075483,,,,0.388341,-0.016409,-0.030025,0.088167,-0.109579,64.666372,64.725986,0.22542,0.546976,27.625,2.267952,0,-0.224975,38,-5,-70,3,85,0
91.1,-0.075044,,,,0.375263,0.166328,-0.030044,0.055314,0.020549,64.595334,64.654947,0.225214,0.551742,27.625,2.189674,0,-0.223365,38,-5,-70,3,85,0
91.2,-0.071826,,,,0.359613,0.306607,-0.027289,0.022675,0.134134,64.595334,64.533882,0.225007,0.556507,27.625,2.606956,0,-0.222154,38,-5,-70,3,86,0
91.3,-0.07226,,,,0.349207,0.166328,-0.027687,0.010178,0.008357,64.547715,64.490739,0.2248,0.561273,27.625,2.606956,0,-0.222154,38,-5,-70,3,86,0
91.4,-0.072276,,,,0.385723,0.219426,-0.027598,0.169969,0.217238,64.622903,64.611804,0.224593,0.566039,27.625,2.398033,0,-0.222758,38,-5,-70,3,86,0
91.5,-0.073107,,,,0.396205,0.168843,-0.027978,0.188042,0.204558,64.622903,64.682842,0.224309,0.571961,27.625,2.240578,0,-0.443835,38,-5,-70,3,86,0
91.6,-0.071755,,,,0.393582,0.14124,-0.026606,0.169969,0.139131,64.693941,64.753881,0.224026,0.577882,27.625,2.03141,0,-0.220113,38,-5,-69,3,86,0
91.7,-0.073408,,,,0.393582,0.044583,-0.028463,0.169969,0.027878,64.914405,64.797024,0.223742,0.583804,27.625,1.901901,0,-0.445271,38,-5,-68,3,86,0
91.8,-0.072781,,,,0.388341,0.173879,-0.027956,0.149392,0.144134,64.992327,64.797024,0.223458,0.589726,27.625,2.110336,0,-0.444962,37,-5,-68,3,86,0
91.9,-0.06919,,,,0.383106,0.327343,-0.025021,0.111039,0.258034,65.115134,64.773605,0.223175,0.595648,27.625,2.110832,0,-0.221745,37,-5,-67,3,87,0
92,-0.069062,,,,0.370041,0.288533,-0.024511,0.072977,0.196965,65.115134,64.773605,0.223098,0.598746,27.625,2.030907,0,-0.444146,37,-5,-67,3,87,0
92.1,-0.072458,,,,0.362218,0.086486,-0.027218,0.047763,-0.018362,65.041687,64.773605,0.223021,0.601844,27.625,2.081284,0,-0.442179,37,-5,-68,3,86,0
92.2,-0.077683,,,,0.351807,-0.0067,-0.032305,0.017673,-0.163992,64.920622,64.803908,0.222944,0.604943,27.625,1.870125,0,-0.668185,37,-5,-68,3,85,0
92.3,-0.07877,,,,0.359613,0.066723,-0.033241,0.098319,-0.003806,64.799557,64.924973,0.222867,0.608041,27.625,2.030739,0,-0.668185,36,-5,-69,3,85,0
92.4,-0.079735,,,,0.388341,0.007899,-0.033301,0.195808,0.064688,64.847176,65.046039,0.222828,0.611995,27.625,1.901901,0,-0.445271,36,-5,-69,3,85,0
92.5,-0.077753,,,,0.396205,0.186489,-0.030307,0.188042,0.219778,64.918214,65.046039,0.222789,0.615948,27.625,1.694046,0,-0.445582,36,-5,-68,3,85,0
92.6,-0.074528,,,,0.398829,0.260263,-0.026255,0.180289,0.286275,65.062698,65.117077,0.222751,0.619902,27.625,1.695389,0,-0.000403,36,-5,-68,3,86,0
92.7,-0.073407,,,,0.396205,0.405879,-0.024484,0.169969,0.432576,65.136145,65.117077,0.222712,0.623855,27.625,1.741669,0,-0.219102,35,-5,-67,3,86,0
92.8,-0.074381,,,,0.393582,0.260263,-0.025224,0.139136,0.240145,65.136145,65.039155,0.222673,0.627809,27.625,2.03141,0,-0.220113,35,-5,-67,3,86,0
92.9,-0.080512,,,,0.38049,-0.03577,-0.031558,0.090703,-0.13331,65.112726,64.89467,0.222634,0.631762,27.625,2.320656,0,0.00238,35,-5,-67,3,84,0
93,-0.083764,,,,0.375263,0.061794,-0.034379,0.055314,-0.052162,65.041687,64.89467,0.222671,0.63456,27.625,2.320656,0,0.00238,35,-5,-68,3,84,0
93.1,-0.084862,,,,0.359613,0.039676,-0.034872,0.022675,-0.095287,65.041687,64.847051,0.222709,0.637357,27.625,2.3218,0,0.225871,35,-5,-68,3,84,0
93.2,-0.087134,,,,0.346609,0.049494,-0.036449,-0.007265,-0.130942,64.844643,64.725986,0.222747,0.640155,27.625,2.243057,0,0.229147,34,-5,-69,3,83,0
93.3,-0.086337,,,,0.349207,0.1113,-0.034933,0.052796,-0.003806,64.766721,64.773605,0.222785,0.642952,27.625,2.16256,0,0.007313,34,-5,-69,3,83,0
93.4,-0.083161,,,,0.385723,0.387443,-0.03057,0.182872,0.427277,64.766721,64.844643,0.222989,0.648886,27.625,2.16256,0,0.007313,34,-5,-69,3,84,0
93.5,-0.080728,,,,0.38049,0.337744,-0.026585,0.164817,0.358891,64.766721,64.844643,0.223193,0.65482,27.625,2.03141,0,-0.220113,34,-5,-69,3,84,0
93.6,-0.08523,,,,0.383106,0.032325,-0.029754,0.154529,0.027878,64.840167,64.721836,0.223397,0.660754,27.625,1.789101,0,-0.441664,34,-5,-69,3,83,0
93.7,-0.09003,,,,0.385723,0.010336,-0.033426,0.157099,0.010793,64.961233,64.568726,0.223605,0.666688,27.625,1.789101,0,-0.441664,34,-5,-68,3,82,0
93.8,-0.089504,,,,0.377876,0.088962,-0.03198,0.123791,0.052388,65.008852,64.424241,0.223813,0.674471,27.625,1.578049,0,-0.441988,34,-5,-68,3,83,0
93.9,-0.088287,,,,0.367432,0.17136,-0.029775,0.090703,0.109221,65.008852,64.279757,0.223983,0.679457,27.625,1.707306,0,-0.440826,34,-5,-68,3,83,0
94,-0.090106,,,,0.351807,0.091439,-0.030614,0.050279,-0.013515,64.937813,64.350795,0.224153,0.684443,27.625,2.292862,0,-0.441864,34,-5,-68,3,82,0
94.1,-0.092863,,,,0.338823,0.156278,-0.032483,0.022675,0.015668,64.816748,64.303176,0.224323,0.689428,27.625,2.294205,0,0.01075,34,-5,-69,3,82,0
94.2,-0.095956,,,,0.33623,0.1613,-0.034176,-0.002288,0.005922,64.695683,64.303176,0.224493,0.694414,27.625,2.639282,0,-0.440393,34,-5,-69,3,81,0
94.3,-0.09898,,,,0.35701,0.088962,-0.035447,0.131458,0.084432,64.620495,64.350795,0.224663,0.6994,27.625,2.505028,0,-0.441551,34,-5,-70,3,81,0
94.4,-0.100805,,,,0.372651,0.037224,-0.03583,0.177707,0.059765,64.691533,64.350795,0.22506,0.705225,27.625,2.161224,0,-0.44301,34,-5,-69,3,80,0
94.5,-0.100206,,,,0.383106,0.088962,-0.034162,0.15196,0.067152,64.762571,64.350795,0.225458,0.711049,27.625,2.161224,0,-0.893361,34,-5,-69,3,80,0
94.6,-0.098877,,,,0.383106,0.206732,-0.031987,0.15196,0.196965,64.762571,64.350795,0.225855,0.716874,27.625,2.24041,0,-0.668185,34,-5,-69,3,81,0
94.7,-0.09744,,,,0.38049,0.24491,-0.029833,0.136575,0.202025,64.687383,64.350795,0.226253,0.722698,27.625,2.451309,0,-0.218875,34,-5,-70,3,81,0
94.8,-0.099179,,,,0.367432,0.224512,-0.031242,0.093241,0.129141,64.735002,64.279757,0.22665,0.728523,27.625,2.243057,0,0.229147,34,-5,-69,3,81,0
94.9,-0.102005,,,,0.354408,0.204197,-0.034077,0.052796,0.057305,64.663964,64.208719,0.226881,0.731211,27.625,2.034912,0,0.451876,34,-5,-70,3,80,0
95,-0.104257,,,,0.349207,0.061794,-0.036043,0.020173,-0.095287,64.616345,64.161099,0.227113,0.733899,27.625,2.034912,0,0.451876,34,-5,-70,3,80,0
95.1,-0.107125,,,,0.333639,-0.045422,-0.038602,-0.014722,-0.245674,64.420092,64.161099,0.227344,0.736587,27.625,1.745239,0,0.454401,34,-5,-71,3,79,0
95.2,-0.108174,,,,0.323287,-0.069472,-0.03934,-0.046909,-0.300923,64.223838,64.161099,0.227572,0.739275,27.625,1.953423,0,0.23119,34,-5,-72,3,79,0
95.3,-0.106355,,,,0.344013,0.054411,-0.037213,0.090703,-0.042528,64.176219,64.161099,0.227799,0.740114,27.625,2.085342,0,0.461703,34,-5,-72,3,79,0
95.4,-0.10307,,,,0.364824,0.273093,-0.033249,0.162243,0.286275,64.105181,64.161099,0.228372,0.744027,27.625,2.29538,0,0.237029,34,-5,-72,3,80,0
95.5,-0.104374,,,,0.367432,0.209268,-0.034438,0.139136,0.186858,64.176219,64.038292,0.228945,0.74794,27.625,2.294205,0,0.01075,33,-5,-72,3,80,0
95.6,-0.106689,,,,0.367432,0.163813,-0.037149,0.131458,0.129141,64.223838,63.963104,0.229518,0.751853,27.625,2.718277,0,-0.214302,33,-5,-72,3,79,0
95.7,-0.109108,,,,0.367432,0.133738,-0.039006,0.128901,0.116682,64.271457,63.939685,0.230091,0.755766,27.625,2.873039,0,-0.442916,33,-5,-72,3,79,0
95.8,-0.110675,,,,0.351807,0.069189,-0.040631,0.088167,-0.013515,64.323226,63.939685,0.230664,0.759679,27.625,2.452133,0,0.005764,33,-5,-71,3,78,0
95.9,-0.111029,,,,0.346609,0.017655,-0.041193,0.050279,-0.100055,64.353529,64.010724,0.231009,0.762754,27.625,2.740372,0,0.004204,33,-5,-71,3,78,0
96,-0.110299,,,,0.333639,-0.016409,-0.040685,0.012675,-0.168695,64.30591,63.963104,0.231355,0.765828,27.625,2.243057,0,0.229147,33,-5,-71,3,78,0
96.1,-0.110973,,,,0.32846,0.101359,-0.040771,-0.012238,-0.059375,64.183103,63.815321,0.231701,0.768903,27.625,1.954941,0,0.455982,33,-5,-72,3,78,0
96.2,-0.114421,,,,0.310377,0.101359,-0.044206,-0.054307,-0.123831,64.183103,63.740133,0.232046,0.771977,27.625,2.374619,0,0.233694,33,-5,-72,3,78,0
96.3,-0.115225,,,,0.323287,0.108813,-0.045153,0.050279,0.005922,64.060296,63.740133,0.232392,0.775052,27.625,2.374619,0,0.233694,33,-5,-73,3,77,0
96.4,-0.115985,,,,0.351807,0.158788,-0.045903,0.149392,0.156662,64.060296,63.740133,0.233156,0.781017,27.625,2.664078,0,0.231606,33,-5,-73,3,77,0
96.5,-0.116064,,,,0.35701,0.138738,-0.046187,0.128901,0.124154,64.25734,63.59235,0.23392,0.786983,27.625,2.87352,0,-0.217654,33,-5,-72,3,77,0
96.6,-0.115074,,,,0.35701,0.166328,-0.045453,0.123791,0.124154,64.453594,63.644119,0.234684,0.792948,27.625,2.529419,0,-0.22052,33,-5,-71,3,77,0
96.7,-0.114761,,,,0.351807,0.032325,-0.044832,0.116136,-0.001376,64.505362,63.695888,0.235448,0.798914,27.625,2.372131,0,-0.442698,33,-5,-70,3,78,0
96.8,-0.114119,,,,0.344013,0.176398,-0.044082,0.078035,0.101771,64.505362,63.766926,0.236212,0.80488,27.625,2.583458,0,-0.668185,33,-5,-70,3,78,0
96.9,-0.11703,,,,0.333639,0.148753,-0.04684,0.035203,0.035219,64.528782,63.715157,0.236631,0.807771,27.625,2.450821,0,-0.443526,33,-5,-70,3,77,0
97,-0.120164,,,,0.320702,0.098877,-0.050281,-0.002288,-0.059375,64.405975,63.642562,0.237049,0.810662,27.625,2.372627,0,-0.217218,33,-5,-71,3,76,0
97.1,-0.121093,,,,0.310377,0.005463,-0.051735,-0.032079,-0.180435,64.210572,63.569966,0.237468,0.813553,27.625,2.531364,0,0.227091,33,-5,-72,3,76,0
97.2,-0.120382,,,,0.294929,-0.009129,-0.05108,-0.061694,-0.220146,64.01517,63.445602,0.237886,0.816444,27.625,2.454758,0,0.454971,33,-5,-73,3,76,0
97.3,-0.119055,,,,0.323287,0.108813,-0.049646,0.093241,0.062226,63.890806,63.374564,0.238305,0.819335,27.625,2.665543,0,0.456502,33,-5,-73,3,77,0
97.4,-0.116822,,,,0.338823,0.086486,-0.047943,0.126345,0.072083,63.720718,63.303526,0.239215,0.824034,27.625,2.875458,0,0.232822,33,-5,-74,3,77,0
97.5,-0.117659,,,,0.338823,0.106327,-0.049387,0.100861,0.049932,63.435004,63.085608,0.240125,0.828732,27.625,2.874329,0,0.007594,33,-5,-76,3,77,0
97.6,-0.1184,,,,0.33623,0.181441,-0.050872,0.108492,0.131637,63.418026,63.141226,0.241035,0.833431,27.625,2.607758,0,0.000845,33,-4,-76,3,77,0
97.7,-0.121192,,,,0.333639,0.224512,-0.054358,0.088167,0.166707,63.418026,63.141226,0.241945,0.83813,27.625,2.530228,0,0.003296,33,-4,-76,3,76,0
97.8,-0.123118,,,,0.325873,0.118768,-0.057199,0.050279,-0.001376,63.418026,63.089457,0.242856,0.842828,27.625,2.241898,0,0.004838,33,-4,-76,3,76,0
97.9,-0.119462,,,,0.323287,0.108813,-0.053932,0.015173,-0.054568,63.293662,62.894958,0.243347,0.844636,27.625,1.951401,0,-0.21847,33,-4,-76,3,77,0
98,-0.118989,,,,0.310377,0.042129,-0.054365,-0.014722,-0.152213,62.948834,62.894958,0.243839,0.846443,27.625,2.081284,0,-0.442179,33,-4,-78,3,77,0
98.1,-0.117273,,,,0.297501,0.084011,-0.053662,-0.046909,-0.138042,62.679986,62.770594,0.244331,0.84825,27.625,2.161057,0,-0.668185,33,-4,-80,3,77,0
98.2,-0.116937,,,,0.310377,0.042129,-0.053875,0.027683,-0.102438,62.485487,62.64623,0.244823,0.850058,27.625,2.583458,0,-0.668185,33,-4,-81,3,77,0
98.3,-0.115736,,,,0.349207,0.17136,-0.052993,0.154529,0.154154,62.462068,62.506445,0.245894,0.852597,27.75,2.795532,0,-0.668185,33,-4,-81,3,77,0
98.4,-0.117329,,,,0.349207,0.283381,-0.05545,0.139136,0.255474,62.438649,62.363716,0.246965,0.855136,27.625,2.293365,0,-0.21555,33,-4,-81,3,77,0
98.5,-0.118531,,,,0.354408,0.260263,-0.057326,0.128901,0.224862,62.490417,62.48808,0.248037,0.857676,27.625,2.082634,0,0.009804,33,-4,-80,3,77,0
98.6,-0.114745,,,,0.35701,0.204197,-0.054076,0.128901,0.161682,62.614782,62.543697,0.249108,0.860215,27.625,1.952248,0,0.00637,33,-4,-80,3,78,0
98.7,-0.112154,,,,0.346609,0.113788,-0.052182,0.100861,0.04257,62.762565,62.69148,0.250179,0.862985,27.625,2.032242,0,0.003906,33,-4,-79,3,78,0
98.8,-0.110456,,,,0.344013,0.15126,-0.051251,0.060354,0.027878,62.910348,62.762519,0.251251,0.865755,27.625,2.241074,0,-0.219492,33,-4,-78,3,78,0
98.9,-0.111667,,,,0.331049,0.086486,-0.053388,0.022675,-0.073771,63.002514,62.56802,0.25183,0.866717,27.625,2.451309,0,-0.218875,33,-4,-78,3,78,0
99,-0.112581,,,,0.320702,0.024984,-0.054826,-0.007265,-0.149854,63.21304,62.638154,0.25241,0.86768,27.625,2.452133,0,0.005764,33,-4,-77,3,78,0
99.1,-0.114435,,,,0.310377,0.044583,-0.057132,-0.022168,-0.149854,63.157423,62.582537,0.25299,0.868642,27.625,2.294205,0,0.01075,33,-4,-77,3,78,0
99.2,-0.112713,,,,0.344013,0.252581,-0.055793,0.128901,0.219778,63.084828,62.634306,0.253569,0.869605,27.625,2.584122,0,-0.216599,33,-4,-78,3,78,0
99.3,-0.109287,,,,0.35701,0.260263,-0.053016,0.164817,0.260595,63.06785,62.686075,0.25485,0.870613,27.625,2.584122,0,-0.216599,33,-4,-78,3,79,0
99.4,-0.107387,,,,0.367432,0.128743,-0.051665,0.157099,0.104253,62.997715,62.756209,0.256132,0.871622,27.625,2.001266,0,-0.214508,33,-4,-78,3,79,0
99.5,-0.105329,,,,0.367432,0.181441,-0.05004,0.157099,0.154154,62.927581,62.880573,0.257413,0.87263,27.625,2.16256,0,0.007313,33,-4,-78,3,79,0
99.6,-0.106047,,,,0.372651,0.163813,-0.05168,0.146826,0.109221,63.051945,63.004937,0.258694,0.873639,27.625,2.163727,0,0.232446,33,-4,-78,3,79,0
99.7,-0.106836,,,,0.359613,0.191542,-0.052964,0.111039,0.109221,63.246443,63.200339,0.259975,0.874647,27.625,2.082634,0,0.009804,33,-4,-77,3,79,0
99.8,-0.108961,,,,0.35701,0.1113,-0.055169,0.088167,0.01323,63.246443,63.340124,0.260677,0.874924,27.625,2.373459,0,0.008248,32,-4,-77,3,79,0
99.9,-0.108552,,,,0.346609,0.219426,-0.054782,0.055314,0.079488,63.194675,63.482854,0.261378,0.8752,27.75,2.373459,0,0.008248,32,-4,-77,3,79,0
100,-0.103414,,,,0.331049,0.306607,-0.050299,0.022675,0.131637,63.070311,63.35849,0.26208,0.875477,27.625,2.451309,0,-0.218875,32,-4,-78,3,80,0
100.1,-0.10021,,,,0.32846,0.1113,-0.047595,0.035203,-0.054568,62.945946,63.302873,0.262781,0.875754,27.625,2.241898,0,0.004838,32,-4,-78,3,80,0
100.2,-0.097567,,,,0.370041,0.093917,-0.044695,0.185456,0.104253,62.922527,63.279454,0.263483,0.875264,27.625,2.319839,0,-0.22113,32,-4,-78,3,81,0
100.3,-0.095981,,,,0.377876,0.156278,-0.042818,0.180289,0.151647,62.899108,63.013917,0.264929,0.874774,27.625,2.110336,0,-0.444962,32,-4,-78,3,81,0
100.4,-0.096445,,,,0.372651,0.25514,-0.044002,0.164817,0.229951,62.751325,63.084051,0.266375,0.874284,27.625,2.03141,0,-0.220113,31,-4,-79,3,81,0
100.5,-0.095376,,,,0.375263,0.267957,-0.043728,0.169969,0.235045,62.874132,63.208415,0.267822,0.873795,27.625,2.319839,0,-0.22113,31,-4,-79,3,81,0
100.6,-0.092934,,,,0.375263,0.291111,-0.041648,0.146826,0.250359,62.998496,63.403818,0.269277,0.872518,27.625,2.451309,0,-0.218875,31,-4,-78,3,82,0
100.7,-0.088576,,,,0.370041,0.353385,-0.038142,0.100861,0.260595,63.193898,63.474856,0.270731,0.87124,27.625,2.241898,0,0.004838,31,-4,-77,3,83,0
100.8,-0.085386,,,,0.35701,0.232151,-0.034835,0.030188,0.086905,63.262645,63.474856,0.271484,0.869917,27.625,2.241074,0,-0.219492,30,-4,-77,3,83,0
100.9,-0.084489,,,,0.349207,0.064258,-0.033927,-0.007265,-0.119085,63.837705,63.547451,0.272238,0.868594,27.625,2.241074,0,-0.219492,30,-4,-74,3,84,0
101,-0.084738,,,,0.341417,-0.023678,-0.034501,-0.022168,-0.236406,63.90784,63.423087,0.272991,0.867271,27.625,2.398033,0,-0.222758,30,-4,-73,3,84,0
101.1,-0.082524,,,,0.370041,0.239803,-0.033053,0.134016,0.176773,63.978878,63.423087,0.273744,0.865948,27.75,2.607758,0,0.000845,30,-4,-73,3,84,0
101.2,-0.078473,,,,0.396205,0.361224,-0.029121,0.180289,0.335435,63.978878,63.352049,0.275254,0.86398,27.625,2.399971,0,0.222616,30,-4,-73,3,85,0
101.3,-0.075439,,,,0.396205,0.309195,-0.026079,0.164817,0.286275,63.927109,63.229242,0.276765,0.862012,27.625,2.190491,0,-0.000972,29,-4,-73,3,85,0
101.4,-0.071949,,,,0.401454,0.366457,-0.023011,0.167392,0.330237,63.854514,63.229242,0.278276,0.860044,27.625,2.110832,0,-0.221745,29,-4,-74,3,86,0
101.5,-0.068092,,,,0.401454,0.361224,-0.020188,0.154529,0.294005,63.927109,63.353606,0.279786,0.858076,27.625,2.110336,0,-0.444962,29,-4,-73,3,87,0
101.6,-0.067839,,,,0.390961,0.201664,-0.020571,0.118686,0.09929,64.051473,63.549008,0.281297,0.856108,27.625,2.189186,0,-0.445772,28,-3,-73,3,87,0
101.7,-0.067139,,,,0.38049,0.086486,-0.020759,0.085632,-0.044939,64.051473,63.620046,0.282807,0.854676,27.625,2.319344,0,-0.444654,28,-3,-73,3,87,0
101.8,-0.067908,,,,0.375263,0.158788,-0.022377,0.060354,0.001056,64.051473,63.837964,0.283573,0.853244,27.625,2.398033,0,-0.222758,28,-3,-73,3,87,0
101.9,-0.066978,,,,0.362218,0.214344,-0.022426,0.035203,0.032771,64.199257,63.985747,0.284339,0.851812,27.625,2.606956,0,-0.222154,28,-3,-72,3,87,0
102,-0.063978,,,,0.35701,0.273093,-0.020343,0.017673,0.067152,64.151638,64.009167,0.285104,0.850379,27.625,2.739571,0,-0.219914,27,-3,-72,3,88,0
