kharada,0.3,1.5953203153610231,0.16984126984126985,0.21665130568356372,0.18267240006370439,-0.094787672459972744,0.34820645558080887,0.33333333333333331,0.64516129032258063,0.4395604395604395,0.27777777777777779,0.23809523809523808,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.20000000000000001,0.21739130434782608,#,0,0,0,0,1,1,2,3,4,4,0,0,0,1,1,1,2,3,4,4,0,0,0,1,1,2,2,3,4,4,0,0,0,1,1,2,3,3,4,4,0,0,0,1,1,2,3,3,4,4,0,0,0,1,1,2,3,4,4,4,0,0,0,1,1,2,3,4,4,4,0,0,0,1,1,2,3,4,4,4,0,0,0,1,1,2,3,4,4,4,0,0,0,1,1,2,3,4,4,4,#,0,4,0,0,1,1,4,1,1,0,4,0,4,4,1,0,1,1,4,0,1,0,0,0,0,0,1,0,0,4,0,0,4,4,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,4,4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,4,1,4,4,0,#,1.2577531337738037,1.2565772533416748,1.0766510963439941,1.098752498626709,1.3225266933441162,1.0835020542144775,2.2414796352386475,1.6866748332977295,2.4115383625030518,1.2169448137283325,1.1317706108093262,1.1434054374694824,1.317927598953247,1.7943171262741089,1.299513816833496,1.8090472221374512,2.276562213897705,1.5802940130233765,1.0528221130371094,1.3197717666625977,1.3944594860076904,1.164640188217163,1.150059461593628,1.8183906078338623,1.4828479290008545,2.359727382659912,2.746396541595459,2.23124623298645,1.764636754989624,1.095038890838623,1.1149593591690063,1.0557395219802856,1.2468546628952026,1.787087321281433,1.7098913192749023,2.0729246139526367,2.001729965209961,2.024616241455078,1.3138333559036255,2.0478289127349854,1.0811182260513306,1.37333083152771,1.144263505935669,1.3539516925811768,1.4323103427886963,2.1579368114471436,2.508561134338379,2.4022488594055176,1.2103451490402222,1.2978827953338623,1.0340754985809326,1.0758638381958008,1.0861177444458008,1.267491102218628,1.9379230737686157,2.227994918823242,2.3806264400482178,1.0706195831298828,1.2967106103897095,1.268951416015625,1.4965779781341553,1.5507729053497314,1.1034865379333496,1.4605401754379272,1.4008581638336182,2.090038299560547,1.936150312423706,1.2780213356018066,1.2510502338409424,1.2390297651290894,1.3168485164642334,1.88315749168396,1.3711082935333252,1.984114408493042,1.9044299125671387,2.3292531967163086,2.567775249481201,1.209579348564148,2.2736964225769043,1.374979019165039,1.335017442703247,0.9867876768112183,1.0276296138763428,3.636906862258911,1.4858589172363281,2.2765541076660156,3.0412871837615967,1.400584101676941,1.2258176803588867,1.3542779684066772,1.1357091665267944,1.1544747352600098,1.1252877712249756,1.5913923978805542,1.7400429248809814,2.766573429107666,1.9065853357315063,1.0514607429504395,1.004317045211792,1.6949342489242554
hwada,0.29,1.5224880480766296,0.06236559139784946,0.16571428571428573,0.090624999999999983,-0.10027896785085011,0.32086248287142694,0.0,0.0,0.0,0.0,0.0,0.0,0.31182795698924731,0.82857142857142863,0.45312499999999994,0.0,0.0,0.0,0.0,0.0,0.0,#,0,0,0,1,2,2,2,3,3,4,0,0,0,1,2,2,2,3,3,4,0,0,0,1,2,2,2,3,3,4,0,0,0,1,2,2,2,3,3,4,0,0,0,2,2,2,2,3,3,4,0,0,0,2,2,2,2,3,3,4,0,0,1,2,2,2,2,3,3,4,0,0,1,2,2,2,2,3,3,4,0,0,1,2,2,2,2,3,3,4,0,0,1,2,2,2,3,3,3,4,#,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,#,1.4167077541351318,1.3687939643859863,1.3383069038391113,2.1421613693237305,1.0843760967254639,1.2519419193267822,1.1868090629577637,1.396763563156128,1.5155733823776245,2.1935348510742188,1.4463154077529907,1.3701915740966797,1.3074185848236084,2.3909263610839844,1.0932154655456543,1.1635491847991943,1.1006486415863037,1.3721365928649902,1.6540964841842651,2.221201181411743,1.3206764459609985,1.3208105564117432,1.4035481214523315,2.9700257778167725,1.1394917964935303,1.1957974433898926,1.072994351387024,1.7402688264846802,1.561514973640442,2.1009743213653564,1.2316488027572632,1.3298463821411133,1.3505116701126099,2.6566505432128906,1.23470139503479,1.0913246870040894,1.0660706758499146,1.5094510316848755,1.567999243736267,2.366401433944702,1.4082622528076172,1.4196903705596924,1.3610426187515259,1.0523501634597778,1.1203545331954956,1.1541979312896729,1.1654717922210693,1.45564603805542,1.2839767932891846,2.2662129402160645,1.4596211910247803,1.3512136936187744,1.3303998708724976,1.2012211084365845,1.2219479084014893,1.1319773197174072,1.1580642461776733,1.6621928215026855,1.6521720886230469,2.101255416870117,1.370262622833252,1.3438462018966675,2.272296905517578,1.1190605163574219,1.082244873046875,1.0878946781158447,1.0882519483566284,1.4617029428482056,1.6405185461044312,2.3825788497924805,1.4057621955871582,1.2532696723937988,2.610544204711914,1.0905938148498535,1.132344126701355,1.1154693365097046,1.0519115924835205,2.010255813598633,1.4203921556472778,2.3945417404174805,1.325925350189209,1.3074713945388794,2.6065421104431152,1.2773820161819458,1.0886112451553345,1.1514517068862915,1.0699394941329956,1.7177172899246216,1.5897859334945679,2.5995938777923584,1.4999213218688965,1.3297008275985718,2.908874988555908,1.0301815271377563,1.2524967193603516,1.281959056854248,1.6170382499694824,1.5188796520233154,2.1712779998779297,2.3676633834838867
