amurakami,0.25999999999999995,1.5274095064401627,0.17824161922833648,0.19914529914529916,0.17615834457939719,0.0,0.0,0.0,0.23529411764705882,0.44444444444444442,0.30769230769230765,0.33333333333333331,0.16666666666666666,0.22222222222222221,0.32258064516129031,0.38461538461538464,0.35087719298245612,0.0,0.0,0.0
ckinoshita,0.25,1.6310833221673966,0.19350557244174266,0.2142417308092365,0.19399094835200312,0.33333333333333331,0.22727272727272727,0.27027027027027023,0.32142857142857145,0.39130434782608697,0.35294117647058826,0.10000000000000001,0.052631578947368418,0.068965517241379309,0.21276595744680851,0.40000000000000002,0.27777777777777785,0.0,0.0,0.0
hkimpara,0.32999999999999996,1.6628071904182433,0.20910980910980909,0.25462962962962959,0.22760284565419114,0.0,0.0,0.0,0.29729729729729731,0.45833333333333331,0.36065573770491804,0.36363636363636365,0.44444444444444442,0.39999999999999997,0.38461538461538464,0.37037037037037035,0.37735849056603771,0.0,0.0,0.0
htanaka,0.37,1.6380718511343002,0.1452205882352941,0.24924242424242421,0.18154172560113152,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294117647056,0.78787878787878785,0.51485148514851486,0.0,0.0,0.0,0.34375,0.45833333333333331,0.39285714285714285
hwada,0.29,1.6806630051136016,0.13375586854460092,0.1791208791208791,0.14045935656612141,0.066666666666666666,0.038461538461538464,0.04878048780487805,0.0,0.0,0.0,0.352112676056338,0.7142857142857143,0.47169811320754707,0.25,0.14285714285714285,0.18181818181818182,0.0,0.0,0.0
kfukunaga,0.32999999999999996,1.659112648367882,0.21118233618233617,0.25886287625418059,0.21831417624521071,0.375,0.46153846153846156,0.41379310344827586,0.0,0.0,0.0,0.38461538461538464,0.21739130434782608,0.27777777777777773,0.0,0.0,0.0,0.29629629629629628,0.61538461538461542,0.40000000000000002
kharada,0.38999999999999996,1.8212229758501053,0.23153846153846153,0.28860215053763438,0.25274815186139105,0.42307692307692307,0.70967741935483875,0.53012048192771077,0.34999999999999998,0.33333333333333331,0.34146341463414631,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.40000000000000002,0.39215686274509803
khayashinuma,0.24,1.579010904431343,0.17793439956627813,0.18746081504702194,0.16923076923076921,0.42857142857142855,0.27272727272727271,0.33333333333333326,0.23529411764705882,0.18181818181818182,0.20512820512820512,0.0,0.0,0.0,0.22580645161290322,0.48275862068965519,0.30769230769230771,0.0,0.0,0.0
nishida,0.29000000000000004,1.6234765583276747,0.15900900900900902,0.23700000000000004,0.18649647935187452,0.3783783783783784,0.58333333333333337,0.45901639344262296,0.0,0.0,0.0,0.33333333333333331,0.56000000000000005,0.41791044776119407,0.083333333333333329,0.041666666666666664,0.055555555555555552,0.0,0.0,0.0
robana,0.37999999999999995,1.5979727864265443,0.22346595203738059,0.24771428571428569,0.23226674035184675,0.0,0.0,0.0,0.40909090909090912,0.35999999999999999,0.38297872340425537,0.44897959183673469,0.62857142857142856,0.52380952380952372,0.25925925925925924,0.25,0.25454545454545452,0.0,0.0,0.0
sarita,0.39,1.4877850472927094,0.14055555555555554,0.18814814814814812,0.15324444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.42499999999999999,0.75555555555555554,0.54399999999999993,0.27777777777777779,0.18518518518518517,0.22222222222222224,0.0,0.0,0.0
skatsurada,0.51,1.4667172920703888,0.17092198581560286,0.21504761904761907,0.16574074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.52127659574468088,0.97999999999999998,0.68055555555555558,0.33333333333333331,0.095238095238095233,0.14814814814814814,0.0,0.0,0.0
syokoyama,0.31,1.6749402999877934,0.16967128916281457,0.21717592592592591,0.18042363433667782,0.25,0.13333333333333333,0.17391304347826089,0.24242424242424243,0.29629629629629628,0.26666666666666666,0.3559322033898305,0.65625,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0
tishihara,0.23000000000000004,1.9161255514621736,0.17542024013722127,0.19921531100478468,0.16599999999999998,0.20000000000000001,0.052631578947368418,0.083333333333333329,0.24528301886792453,0.52000000000000002,0.33333333333333331,0.18181818181818182,0.10526315789473684,0.13333333333333333,0.25,0.31818181818181818,0.28000000000000003,0.0,0.0,0.0
ttamaki,0.41,1.7069126182794574,0.12424242424242424,0.19234449760765551,0.1372121212121212,0.16666666666666666,0.052631578947368418,0.080000000000000002,0.0,0.0,0.0,0.45454545454545453,0.90909090909090906,0.60606060606060608,0.0,0.0,0.0,0.0,0.0,0.0
ykohri,0.35,1.4971351635456083,0.13172905525846704,0.20533333333333331,0.16006456820016141,0.0,0.0,0.0,0.26470588235294118,0.35999999999999999,0.30508474576271183,0.39393939393939392,0.66666666666666663,0.4952380952380952,0.0,0.0,0.0,0.0,0.0,0.0
yokada,0.4,1.4267336970567703,0.19414203316510453,0.25227579438105752,0.20825814536340853,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.125,0.045454545454545456,0.066666666666666666,0.42465753424657532,0.79487179487179482,0.5535714285714286,0.0,0.0,0.0,0.0,0.0,0.0
ysakaguchi,0.19,1.7155529069900513,0.10995480225988701,0.1533189033189033,0.1234825140621179,0.1864406779661017,0.39285714285714285,0.25287356321839083,0.0,0.0,0.0,0.083333333333333329,0.055555555555555552,0.066666666666666666,0.0,0.0,0.0,0.28000000000000003,0.31818181818181818,0.29787234042553196
