Scenario - Repriduction_2015
Logfile written - 06/22/2015 15:42:39

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

2	Picture	Pic 10	150327	0	1	100162	2	0	next	other	0
4	Picture	Pic 9	400650	0	1	100162	3	0	next	other	0
6	Picture	Pic 23	650973	0	1	100163	2	0	next	other	0
8	Picture	Pic 15	901296	0	1	100163	2	0	next	other	0
10	Picture	Pic 21	1151619	0	2	100163	3	0	next	other	0
12	Picture	Pic 1	1401942	0	2	100163	3	0	next	other	0
14	Picture	Pic 12	1652266	0	1	100163	2	0	next	other	0
16	Picture	Pic 8	1902589	0	1	100163	2	0	next	other	0
18	Picture	Pic 2	2152912	0	2	100163	3	0	next	other	0
20	Picture	Pic 14	2403236	0	1	100162	2	0	next	other	0
22	Picture	Pic 4	2653559	0	1	100162	3	0	next	other	0
24	Picture	Pic 20	2903882	0	1	100163	2	0	next	other	0
26	Picture	Pic 25	3154205	0	1	100163	2	0	next	other	0
28	Picture	Pic 18	3404529	0	1	100162	2	0	next	other	0
30	Picture	Pic 16	3654852	0	1	100162	3	0	next	other	0
32	Picture	Pic 3	3905175	0	1	100163	2	0	next	other	0
34	Picture	Pic 22	4155498	0	1	100163	2	0	next	other	0
36	Picture	Pic 24	4405821	0	2	100163	3	0	next	other	0
38	Picture	Pic 17	4656145	0	1	100162	2	0	next	other	0
40	Picture	Pic 13	4906468	0	1	100163	2	0	next	other	0
42	Picture	Pic 19	5156791	0	1	100163	2	0	next	other	0
44	Picture	Pic 11	5407281	0	1	100163	2	0	next	other	0
46	Picture	Pic 6	5657604	0	1	100163	2	0	next	other	0
48	Picture	Pic 5	5907927	0	2	100163	3	0	next	other	0
50	Picture	Pic 7	6158251	0	1	100162	2	0	next	other	0


Event Type	Code	Type	Response	RT	RT Uncertainty	Time	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

Picture	Pic 10	other				150327	1	100162	2	0	next
Picture	Pic 9	other				400650	1	100162	3	0	next
Picture	Pic 23	other				650973	1	100163	2	0	next
Picture	Pic 15	other				901296	1	100163	2	0	next
Picture	Pic 21	other				1151619	2	100163	3	0	next
Picture	Pic 1	other				1401942	2	100163	3	0	next
Picture	Pic 12	other				1652266	1	100163	2	0	next
Picture	Pic 8	other				1902589	1	100163	2	0	next
Picture	Pic 2	other				2152912	2	100163	3	0	next
Picture	Pic 14	other				2403236	1	100162	2	0	next
Picture	Pic 4	other				2653559	1	100162	3	0	next
Picture	Pic 20	other				2903882	1	100163	2	0	next
Picture	Pic 25	other				3154205	1	100163	2	0	next
Picture	Pic 18	other				3404529	1	100162	2	0	next
Picture	Pic 16	other				3654852	1	100162	3	0	next
Picture	Pic 3	other				3905175	1	100163	2	0	next
Picture	Pic 22	other				4155498	1	100163	2	0	next
Picture	Pic 24	other				4405821	2	100163	3	0	next
Picture	Pic 17	other				4656145	1	100162	2	0	next
Picture	Pic 13	other				4906468	1	100163	2	0	next
Picture	Pic 19	other				5156791	1	100163	2	0	next
Picture	Pic 11	other				5407281	1	100163	2	0	next
Picture	Pic 6	other				5657604	1	100163	2	0	next
Picture	Pic 5	other				5907927	2	100163	3	0	next
Picture	Pic 7	other				6158251	1	100162	2	0	next
