0.000000000000000000e+00,4.800504000000007515e-03,1.056338400000000205e-02,1.671307200000000937e-02,2.104326400000000596e-02,2.196324400000000676e-02,2.031103400000000558e-02,1.662374000000000490e-02,1.158022400000001048e-02,6.783502000000003751e-03,0.000000000000000000e+00,-1.741556000000000007e-03,-4.048974000000000323e-03,-6.492424000000000112e-03,-7.816319999999999865e-03,-7.817624000000000448e-03,-6.901500000000000516e-03,-5.339245999999999749e-03,-3.492097999999999904e-03,-2.022570000000000444e-03
0.000000000000000000e+00,-3.003260000000104735e-04,-2.286459999999990167e-04,-8.486000000001298060e-05,-5.278599999999911141e-05,-1.874399999999970534e-04,-6.388940000000009611e-04,-1.482812000000006958e-03,-2.459684000000010584e-03,-3.547018000000005944e-03,0.000000000000000000e+00,-1.159848000000000649e-03,-2.316688000000000774e-03,-3.418502000000000780e-03,-4.194734000000000310e-03,-4.541910000000000565e-03,-4.649362000000000633e-03,-4.506162000000000188e-03,-4.119554000000000965e-03,-3.887600000000000604e-03
0.000000000000000000e+00,-1.750860000000048489e-04,-3.587160000000019777e-04,-5.418700000000137296e-04,-6.906159999999980648e-04,-1.017681999999998921e-03,-1.315562000000006226e-03,-1.362676000000007104e-03,-1.168764000000002690e-03,-9.995600000000104401e-04,0.000000000000000000e+00,-4.202260000000001064e-04,-8.577960000000009466e-04,-1.284688000000000843e-03,-1.664501999999999995e-03,-2.083848000000000991e-03,-2.560584000000000297e-03,-3.155469999999998762e-03,-3.712342000000002154e-03,-4.245511999999998162e-03
0.000000000000000000e+00,4.983660000000000867e-04,1.654708000000004731e-03,3.227777999999986713e-03,4.907459999999995437e-03,6.495401999999990406e-03,7.871261999999996928e-03,8.946947999999996237e-03,9.878298000000007573e-03,1.082028399999999946e-02,0.000000000000000000e+00,1.032672000000000104e-03,2.769484000000000442e-03,5.306645999999999933e-03,8.402091999999999894e-03,1.166257600000000089e-02,1.487953399999999982e-02,1.787700800000000326e-02,2.032274799999999812e-02,2.194847200000000706e-02
0.000000000000000000e+00,-5.960599999999677268e-05,-6.003399999999353698e-05,-1.564460000000045259e-04,-3.391419999999936707e-04,-1.614319999999960786e-04,4.541099999999936854e-04,1.593247999999991560e-03,3.041438000000000474e-03,3.944679999999999020e-03,0.000000000000000000e+00,-3.821160000000009202e-04,-5.870460000000007894e-04,-7.594260000000005451e-04,-9.424039999999999848e-04,-1.967948000000000613e-03,-3.384294000000000364e-03,-4.981592000000000832e-03,-6.246152000000002209e-03,-6.950592000000001096e-03
0.000000000000000000e+00,2.355940000000007750e-03,5.441282000000009084e-03,8.658232000000005285e-03,1.100889400000000518e-02,1.084799000000000874e-02,8.854174000000009787e-03,5.287790000000004015e-03,7.400200000000009548e-04,-4.335112000000002075e-03,0.000000000000000000e+00,-1.036276000000000037e-03,-2.004700000000000752e-03,-2.503990000000000209e-03,-2.086290000000000193e-03,-8.937300000000014330e-04,7.852279999999997942e-04,2.208509999999999900e-03,2.923147999999999979e-03,2.889222000000000318e-03
0.000000000000000000e+00,6.910361999999999755e-03,1.186248600000000021e-02,1.428479399999999996e-02,1.449589200000000154e-02,1.235773999999999900e-02,8.034262000000000348e-03,2.725463999999999925e-03,-3.275784000000000334e-03,-1.026753399999999830e-02,0.000000000000000000e+00,-2.510858000000000360e-03,-4.160030000000000325e-03,-5.036131999999999588e-03,-5.411016000000000263e-03,-5.725079999999999579e-03,-6.252044000000000004e-03,-7.205625999999999698e-03,-8.547532000000000046e-03,-9.977808000000001204e-03
0.000000000000000000e+00,3.120786000000000393e-03,4.934250000000008074e-03,5.678394000000010211e-03,4.649312000000009604e-03,2.055356000000001238e-03,-1.169194000000005340e-03,-3.609527999999993797e-03,-5.655079999999999829e-03,-6.056559999999995558e-03,0.000000000000000000e+00,-1.356212000000002471e-03,-1.725147999999999265e-03,-1.497140000000000970e-03,-7.984520000000050466e-04,1.075640000000044338e-04,8.061039999999949912e-04,9.914920000000000677e-04,9.408600000000051644e-04,2.418440000000014745e-04
0.000000000000000000e+00,-2.617140000000101052e-04,2.527600000000462810e-05,1.088545999999981917e-03,2.615721999999987002e-03,4.096953999999999874e-03,5.355421999999998572e-03,6.139546000000009607e-03,6.339111999999980096e-03,6.482167999999996488e-03,0.000000000000000000e+00,-8.685300000000010373e-04,-1.901419999999999152e-03,-3.191701999999999387e-03,-4.685129999999993952e-03,-6.083255999999993488e-03,-7.272134000000001278e-03,-7.697703999999997923e-03,-7.175941999999995921e-03,-6.008107999999999851e-03
0.000000000000000000e+00,4.238847999999996452e-03,7.895303999999998823e-03,1.085857600000000173e-02,1.323955199999999471e-02,1.535774200000000062e-02,1.766980400000000423e-02,2.060291200000000794e-02,2.428634599999999338e-02,2.866057000000000674e-02,0.000000000000000000e+00,1.152275999999999821e-03,1.360413999999999894e-03,7.233620000000003970e-04,-5.475859999999998628e-04,-2.222257999999999959e-03,-4.253760000000000527e-03,-6.022556000000000090e-03,-7.812012000000000123e-03,-9.662877999999999745e-03
